, gtpath, predpath, bad kern syntax OMR-ED, bad kern syntax % contribution to OMR-NED, wrong note OMR-ED, wrong note % contribution to OMR-NED, wrong note head OMR-ED, wrong note head % contribution to OMR-NED, wrong flag/beam OMR-ED, wrong flag/beam % contribution to OMR-NED, wrong dot OMR-ED, wrong dot % contribution to OMR-NED, wrong tuplet OMR-ED, wrong tuplet % contribution to OMR-NED, wrong accidental OMR-ED, wrong accidental % contribution to OMR-NED, wrong note stem OMR-ED, wrong note stem % contribution to OMR-NED, wrong graceness OMR-ED, wrong graceness % contribution to OMR-NED, wrong tie OMR-ED, wrong tie % contribution to OMR-NED, wrong articulation OMR-ED, wrong articulation % contribution to OMR-NED, wrong ornament OMR-ED, wrong ornament % contribution to OMR-NED, wrong lyric OMR-ED, wrong lyric % contribution to OMR-NED, wrong clef OMR-ED, wrong clef % contribution to OMR-NED, wrong timesig OMR-ED, wrong timesig % contribution to OMR-NED, wrong keysig OMR-ED, wrong keysig % contribution to OMR-NED, wrong tempo OMR-ED, wrong tempo % contribution to OMR-NED, wrong barline OMR-ED, wrong barline % contribution to OMR-NED, wrong direction OMR-ED, wrong direction % contribution to OMR-NED, wrong dynamic OMR-ED, wrong dynamic % contribution to OMR-NED, wrong crescendo OMR-ED, wrong crescendo % contribution to OMR-NED, wrong diminuendo OMR-ED, wrong diminuendo % contribution to OMR-NED, wrong slur OMR-ED, wrong slur % contribution to OMR-NED, wrong ottava OMR-ED, wrong ottava % contribution to OMR-NED, wrong multi-staff arpeggio OMR-ED, wrong multi-staff arpeggio % contribution to OMR-NED, wrong fingered tremolo OMR-ED, wrong fingered tremolo % contribution to OMR-NED, wrong chord symbol OMR-ED, wrong chord symbol % contribution to OMR-NED, wrong ending OMR-ED, wrong ending % contribution to OMR-NED, wrong staff info OMR-ED, wrong staff info % contribution to OMR-NED, wrong system break OMR-ED, wrong system break % contribution to OMR-NED, wrong page break OMR-ED, wrong page break % contribution to OMR-NED, wrong other object OMR-ED, wrong other object % contribution to OMR-NED, entire measure insert/delete OMR-ED, entire measure insert/delete % contribution to OMR-NED, entire staff insert/delete OMR-ED, entire staff insert/delete % contribution to OMR-NED, wrong metadata OMR-ED, wrong metadata % contribution to OMR-NED, wrong staff group OMR-ED, wrong staff group % contribution to OMR-NED, wrong staff group name/abbrev OMR-ED, wrong staff group name/abbrev % contribution to OMR-NED, wrong staff group brace OMR-ED, wrong staff group brace % contribution to OMR-NED, wrong staff group barline OMR-ED, wrong staff group barline % contribution to OMR-NED, gt numsyms, pred numsyms, total numsyms (in both scores), OMR-ED (OMR Edit Distance), OMR-NED (OMR-ED / total numsyms)
, generated\gt\sample_000106.krn, generated\xml_trimmed_oemer\sample_000106.xml, 0, 0., 17, 18.47826086956522, 2, 2.1739130434782608, 21, 22.82608695652174, 11, 11.956521739130435, 0, 0., 4, 4.3478260869565215, 0, 0., 0, 0., 0, 0., 21, 22.82608695652174, 0, 0., 0, 0., 0, 0., 4, 4.3478260869565215, 0, 0., 0, 0., 0, 0., 5, 5.434782608695652, 0, 0., 0, 0., 0, 0., 2, 2.1739130434782608, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 5.434782608695652, 0, 0., 0, 0., 144, 119, 263, 92, 0.34980988593155893
, generated\gt\sample_000057.krn, generated\xml_trimmed_oemer\sample_000057.xml, 0, 0., 51, 37.22627737226277, 0, 0., 82, 59.85401459854015, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 1.4598540145985401, 2, 1.4598540145985401, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 198, 187, 385, 137, 0.35584415584415585
, generated\gt\sample_000089.krn, generated\xml_trimmed_oemer\sample_000089.xml, 0, 0., 50, 44.24778761061947, 10, 8.849557522123893, 27, 23.893805309734514, 6, 5.3097345132743365, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 3.5398230088495577, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 11, 9.734513274336283, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 4.424778761061947, 0, 0., 0, 0., 160, 155, 315, 113, 0.35873015873015873
, generated\gt\sample_000609.krn, generated\xml_trimmed_oemer\sample_000609.xml, 0, 0., 50, 51.54639175257732, 8, 8.24742268041237, 10, 10.309278350515465, 0, 0., 0, 0., 10, 10.309278350515465, 0, 0., 0, 0., 2, 2.0618556701030926, 0, 0., 2, 2.0618556701030926, 0, 0., 0, 0., 4, 4.123711340206185, 4, 4.123711340206185, 0, 0., 2, 2.0618556701030926, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 5.154639175257732, 0, 0., 0, 0., 138, 129, 267, 97, 0.36329588014981273
, generated\gt\sample_000020.krn, generated\xml_trimmed_oemer\sample_000020.xml, 0, 0., 18, 14.0625, 4, 3.125, 40, 31.25, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 19, 14.84375, 0, 0., 0, 0., 0, 0., 2, 1.5625, 0, 0., 0, 0., 4, 3.125, 0, 0., 0, 0., 0, 0., 0, 0., 3, 2.34375, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 38, 29.6875, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 178, 162, 340, 128, 0.3764705882352941
, generated\gt\sample_000581.krn, generated\xml_trimmed_oemer\sample_000581.xml, 0, 0., 105, 40.0763358778626, 2, 0.7633587786259542, 84, 32.06106870229008, 2, 0.7633587786259542, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.7633587786259542, 4, 1.5267175572519085, 0, 0., 0, 0., 4, 1.5267175572519085, 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.3816793893129771, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 53, 20.229007633587788, 0, 0., 0, 0., 0, 0., 5, 1.9083969465648856, 0, 0., 0, 0., 358, 332, 690, 262, 0.37971014492753624
, generated\gt\sample_000171.krn, generated\xml_trimmed_oemer\sample_000171.xml, 0, 0., 81, 62.7906976744186, 12, 9.30232558139535, 7, 5.426356589147287, 5, 3.875968992248062, 0, 0., 3, 2.3255813953488373, 0, 0., 0, 0., 1, 0.7751937984496124, 6, 4.651162790697675, 0, 0., 0, 0., 0, 0., 4, 3.10077519379845, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 3.875968992248062, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 3.875968992248062, 0, 0., 0, 0., 176, 163, 339, 129, 0.3805309734513274
, generated\gt\sample_000535.krn, generated\xml_trimmed_oemer\sample_000535.xml, 0, 0., 102, 70.34482758620689, 0, 0., 27, 18.620689655172413, 1, 0.6896551724137931, 0, 0., 4, 2.7586206896551726, 0, 0., 0, 0., 7, 4.827586206896552, 0, 0., 1, 0.6896551724137931, 0, 0., 0, 0., 2, 1.3793103448275863, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.6896551724137931, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 192, 173, 365, 145, 0.3972602739726027
, generated\gt\sample_000610.krn, generated\xml_trimmed_oemer\sample_000610.xml, 0, 0., 59, 49.57983193277311, 4, 3.361344537815126, 18, 15.126050420168067, 0, 0., 0, 0., 17, 14.285714285714286, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 3.361344537815126, 0, 0., 0, 0., 0, 0., 9, 7.563025210084033, 0, 0., 0, 0., 0, 0., 3, 2.5210084033613445, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 4.201680672268908, 0, 0., 0, 0., 161, 138, 299, 119, 0.3979933110367893
, generated\gt\sample_000405.krn, generated\xml_trimmed_oemer\sample_000405.xml, 0, 0., 56, 50.90909090909091, 24, 21.818181818181817, 0, 0., 0, 0., 0, 0., 2, 1.8181818181818181, 0, 0., 0, 0., 0, 0., 16, 14.545454545454545, 0, 0., 0, 0., 3, 2.727272727272727, 4, 3.6363636363636362, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 4.545454545454546, 0, 0., 0, 0., 146, 128, 274, 110, 0.40145985401459855
, generated\gt\sample_000558.krn, generated\xml_trimmed_oemer\sample_000558.xml, 0, 0., 62, 41.05960264900662, 32, 21.192052980132452, 10, 6.622516556291391, 15, 9.933774834437086, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 13, 8.609271523178808, 0, 0., 0, 0., 0, 0., 4, 2.6490066225165565, 6, 3.9735099337748343, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 2.6490066225165565, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 3.3112582781456954, 0, 0., 0, 0., 203, 172, 375, 151, 0.4026666666666667
, generated\gt\sample_000557.krn, generated\xml_trimmed_oemer\sample_000557.xml, 0, 0., 28, 23.931623931623932, 12, 10.256410256410257, 10, 8.547008547008547, 1, 0.8547008547008547, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 11, 9.401709401709402, 0, 0., 0, 0., 0, 0., 4, 3.4188034188034186, 2, 1.7094017094017093, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 3.4188034188034186, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 40, 34.18803418803419, 0, 0., 0, 0., 0, 0., 5, 4.273504273504273, 0, 0., 0, 0., 153, 136, 289, 117, 0.40484429065743943
, generated\gt\sample_000080.krn, generated\xml_trimmed_oemer\sample_000080.xml, 0, 0., 69, 34.84848484848485, 4, 2.0202020202020203, 52, 26.262626262626263, 2, 1.0101010101010102, 0, 0., 1, 0.5050505050505051, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 1.5151515151515151, 2, 1.0101010101010102, 8, 4.040404040404041, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 1.5151515151515151, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 49, 24.747474747474747, 0, 0., 0, 0., 0, 0., 5, 2.525252525252525, 0, 0., 0, 0., 247, 242, 489, 198, 0.4049079754601227
, generated\gt\sample_000617.krn, generated\xml_trimmed_oemer\sample_000617.xml, 0, 0., 163, 62.213740458015266, 18, 6.870229007633588, 56, 21.374045801526716, 0, 0., 0, 0., 6, 2.2900763358778624, 0, 0., 0, 0., 0, 0., 4, 1.5267175572519085, 1, 0.3816793893129771, 0, 0., 0, 0., 4, 1.5267175572519085, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 1.9083969465648856, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 1.9083969465648856, 0, 0., 0, 0., 327, 318, 645, 262, 0.4062015503875969
, generated\gt\sample_000638.krn, generated\xml_trimmed_oemer\sample_000638.xml, 0, 0., 87, 46.524064171122994, 26, 13.903743315508022, 27, 14.438502673796792, 3, 1.6042780748663101, 0, 0., 8, 4.278074866310161, 0, 0., 0, 0., 0, 0., 12, 6.4171122994652405, 6, 3.2085561497326203, 0, 0., 0, 0., 4, 2.1390374331550803, 2, 1.0695187165775402, 0, 0., 2, 1.0695187165775402, 0, 0., 0, 0., 0, 0., 0, 0., 5, 2.6737967914438503, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 2.6737967914438503, 0, 0., 0, 0., 250, 208, 458, 187, 0.40829694323144106
, generated\gt\sample_000673.krn, generated\xml_trimmed_oemer\sample_000673.xml, 0, 0., 140, 66.66666666666667, 12, 5.714285714285714, 23, 10.952380952380953, 0, 0., 0, 0., 4, 1.9047619047619047, 0, 0., 0, 0., 3, 1.4285714285714286, 9, 4.285714285714286, 0, 0., 0, 0., 0, 0., 4, 1.9047619047619047, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 10, 4.761904761904762, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 2.380952380952381, 0, 0., 0, 0., 269, 242, 511, 210, 0.410958904109589
, generated\gt\sample_000103.krn, generated\xml_trimmed_oemer\sample_000103.xml, 0, 0., 81, 45.25139664804469, 34, 18.99441340782123, 6, 3.35195530726257, 5, 2.793296089385475, 0, 0., 12, 6.70391061452514, 0, 0., 0, 0., 15, 8.379888268156424, 10, 5.58659217877095, 0, 0., 0, 0., 0, 0., 4, 2.2346368715083798, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 7, 3.910614525139665, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 2.793296089385475, 0, 0., 0, 0., 238, 193, 431, 179, 0.41531322505800466
, generated\gt\sample_000054.krn, generated\xml_trimmed_oemer\sample_000054.xml, 0, 0., 44, 44.89795918367347, 12, 12.244897959183673, 16, 16.3265306122449, 6, 6.122448979591836, 0, 0., 0, 0., 0, 0., 0, 0., 4, 4.081632653061225, 0, 0., 0, 0., 0, 0., 0, 0., 4, 4.081632653061225, 0, 0., 0, 0., 0, 0., 6, 6.122448979591836, 0, 0., 0, 0., 0, 0., 1, 1.0204081632653061, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 5.1020408163265305, 0, 0., 0, 0., 121, 111, 232, 98, 0.4224137931034483
, generated\gt\sample_000329.krn, generated\xml_trimmed_oemer\sample_000329.xml, 0, 0., 128, 52.892561983471076, 0, 0., 108, 44.62809917355372, 1, 0.4132231404958678, 0, 0., 1, 0.4132231404958678, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.8264462809917356, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.8264462809917356, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 289, 283, 572, 242, 0.4230769230769231
, generated\gt\sample_000437.krn, generated\xml_trimmed_oemer\sample_000437.xml, 0, 0., 33, 26.612903225806452, 6, 4.838709677419355, 25, 20.161290322580644, 2, 1.6129032258064515, 0, 0., 1, 0.8064516129032258, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.8064516129032258, 2, 1.6129032258064515, 1, 0.8064516129032258, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 2.4193548387096775, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 50, 40.32258064516129, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 124, 166, 290, 124, 0.42758620689655175
, generated\gt\sample_000208.krn, generated\xml_trimmed_oemer\sample_000208.xml, 0, 0., 40, 33.333333333333336, 8, 6.666666666666667, 2, 1.6666666666666667, 4, 3.3333333333333335, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 19, 15.833333333333334, 0, 0., 0, 0., 2, 1.6666666666666667, 4, 3.3333333333333335, 10, 8.333333333333334, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.8333333333333334, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 25, 20.833333333333332, 0, 0., 0, 0., 0, 0., 5, 4.166666666666667, 0, 0., 0, 0., 153, 125, 278, 120, 0.4316546762589928
, generated\gt\sample_000630.krn, generated\xml_trimmed_oemer\sample_000630.xml, 0, 0., 18, 34.61538461538461, 4, 7.6923076923076925, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 7, 13.461538461538462, 0, 0., 0, 0., 1, 1.9230769230769231, 2, 3.8461538461538463, 1, 1.9230769230769231, 0, 0., 2, 3.8461538461538463, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 17, 32.69230769230769, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 65, 55, 120, 52, 0.43333333333333335
