, gtpath, predpath, bad kern syntax OMR-ED, bad kern syntax % contribution to OMR-NED, wrong note OMR-ED, wrong note % contribution to OMR-NED, wrong note head OMR-ED, wrong note head % contribution to OMR-NED, wrong flag/beam OMR-ED, wrong flag/beam % contribution to OMR-NED, wrong dot OMR-ED, wrong dot % contribution to OMR-NED, wrong tuplet OMR-ED, wrong tuplet % contribution to OMR-NED, wrong accidental OMR-ED, wrong accidental % contribution to OMR-NED, wrong note stem OMR-ED, wrong note stem % contribution to OMR-NED, wrong graceness OMR-ED, wrong graceness % contribution to OMR-NED, wrong tie OMR-ED, wrong tie % contribution to OMR-NED, wrong articulation OMR-ED, wrong articulation % contribution to OMR-NED, wrong ornament OMR-ED, wrong ornament % contribution to OMR-NED, wrong lyric OMR-ED, wrong lyric % contribution to OMR-NED, wrong clef OMR-ED, wrong clef % contribution to OMR-NED, wrong timesig OMR-ED, wrong timesig % contribution to OMR-NED, wrong keysig OMR-ED, wrong keysig % contribution to OMR-NED, wrong tempo OMR-ED, wrong tempo % contribution to OMR-NED, wrong barline OMR-ED, wrong barline % contribution to OMR-NED, wrong direction OMR-ED, wrong direction % contribution to OMR-NED, wrong dynamic OMR-ED, wrong dynamic % contribution to OMR-NED, wrong crescendo OMR-ED, wrong crescendo % contribution to OMR-NED, wrong diminuendo OMR-ED, wrong diminuendo % contribution to OMR-NED, wrong slur OMR-ED, wrong slur % contribution to OMR-NED, wrong ottava OMR-ED, wrong ottava % contribution to OMR-NED, wrong multi-staff arpeggio OMR-ED, wrong multi-staff arpeggio % contribution to OMR-NED, wrong fingered tremolo OMR-ED, wrong fingered tremolo % contribution to OMR-NED, wrong chord symbol OMR-ED, wrong chord symbol % contribution to OMR-NED, wrong ending OMR-ED, wrong ending % contribution to OMR-NED, wrong staff info OMR-ED, wrong staff info % contribution to OMR-NED, wrong system break OMR-ED, wrong system break % contribution to OMR-NED, wrong page break OMR-ED, wrong page break % contribution to OMR-NED, wrong other object OMR-ED, wrong other object % contribution to OMR-NED, entire measure insert/delete OMR-ED, entire measure insert/delete % contribution to OMR-NED, entire staff insert/delete OMR-ED, entire staff insert/delete % contribution to OMR-NED, wrong metadata OMR-ED, wrong metadata % contribution to OMR-NED, wrong staff group OMR-ED, wrong staff group % contribution to OMR-NED, wrong staff group name/abbrev OMR-ED, wrong staff group name/abbrev % contribution to OMR-NED, wrong staff group brace OMR-ED, wrong staff group brace % contribution to OMR-NED, wrong staff group barline OMR-ED, wrong staff group barline % contribution to OMR-NED, gt numsyms, pred numsyms, total numsyms (in both scores), OMR-ED (OMR Edit Distance), OMR-NED (OMR-ED / total numsyms)
, generated\gt\sample_000443.krn, generated\xml_trimmed\sample_000443.xml, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 11.11111111111111, 1, 5.555555555555555, 0, 0., 0, 0., 4, 22.22222222222222, 2, 11.11111111111111, 0, 0., 0, 0., 0, 0., 4, 22.22222222222222, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 27.77777777777778, 0, 0., 0, 0., 266, 272, 538, 18, 0.03345724907063197
, generated\gt\sample_000133.krn, generated\xml_trimmed\sample_000133.xml, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 45.45454545454545, 0, 0., 0, 0., 1, 9.090909090909092, 0, 0., 1, 9.090909090909092, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 36.36363636363637, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 156, 167, 323, 11, 0.034055727554179564
, generated\gt\sample_000506.krn, generated\xml_trimmed\sample_000506.xml, 0, 0., 0, 0., 0, 0., 1, 5.882352941176471, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 5.882352941176471, 0, 0., 0, 0., 0, 0., 4, 23.529411764705884, 2, 11.764705882352942, 0, 0., 0, 0., 0, 0., 3, 17.647058823529413, 0, 0., 0, 0., 1, 5.882352941176471, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 29.41176470588235, 0, 0., 0, 0., 239, 238, 477, 17, 0.03563941299790356
, generated\gt\sample_000261.krn, generated\xml_trimmed\sample_000261.xml, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 9.090909090909092, 0, 0., 0, 0., 2, 18.181818181818183, 2, 18.181818181818183, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 6, 54.54545454545455, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 146, 155, 301, 11, 0.036544850498338874
, generated\gt\sample_000561.krn, generated\xml_trimmed\sample_000561.xml, 0, 0., 0, 0., 0, 0., 2, 15.384615384615385, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 15.384615384615385, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 7.6923076923076925, 1, 7.6923076923076925, 1, 7.6923076923076925, 1, 7.6923076923076925, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 38.46153846153846, 0, 0., 0, 0., 164, 176, 340, 13, 0.03823529411764706
, generated\gt\sample_000445.krn, generated\xml_trimmed\sample_000445.xml, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 22.727272727272727, 0, 0., 0, 0., 0, 0., 4, 18.181818181818183, 0, 0., 0, 0., 0, 0., 6, 27.272727272727273, 2, 9.090909090909092, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 22.727272727272727, 0, 0., 0, 0., 274, 287, 561, 22, 0.0392156862745098
, generated\gt\sample_000564.krn, generated\xml_trimmed\sample_000564.xml, 0, 0., 10, 43.47826086956522, 0, 0., 1, 4.3478260869565215, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 4.3478260869565215, 0, 0., 0, 0., 0, 0., 4, 17.391304347826086, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 8.695652173913043, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 21.73913043478261, 0, 0., 0, 0., 292, 281, 573, 23, 0.04013961605584642
, generated\gt\sample_000284.krn, generated\xml_trimmed\sample_000284.xml, 0, 0., 4, 22.22222222222222, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 16.666666666666668, 1, 5.555555555555555, 0, 0., 0, 0., 2, 11.11111111111111, 0, 0., 0, 0., 0, 0., 0, 0., 1, 5.555555555555555, 0, 0., 0, 0., 2, 11.11111111111111, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 27.77777777777778, 0, 0., 0, 0., 212, 210, 422, 18, 0.04265402843601896
, generated\gt\sample_000007.krn, generated\xml_trimmed\sample_000007.xml, 0, 0., 22, 48.888888888888886, 0, 0., 0, 0., 5, 11.11111111111111, 0, 0., 1, 2.2222222222222223, 0, 0., 0, 0., 0, 0., 5, 11.11111111111111, 0, 0., 0, 0., 0, 0., 4, 8.88888888888889, 0, 0., 0, 0., 0, 0., 0, 0., 1, 2.2222222222222223, 0, 0., 0, 0., 2, 4.444444444444445, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 11.11111111111111, 0, 0., 0, 0., 464, 464, 928, 45, 0.04849137931034483
, generated\gt\sample_000437.krn, generated\xml_trimmed\sample_000437.xml, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 7.6923076923076925, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 12, 92.3076923076923, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 124, 135, 259, 13, 0.05019305019305019
, generated\gt\sample_000556.krn, generated\xml_trimmed\sample_000556.xml, 0, 0., 13, 65.0, 0, 0., 0, 0., 0, 0., 2, 10.0, 0, 0., 0, 0., 0, 0., 0, 0., 2, 10.0, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 15.0, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 176, 183, 359, 20, 0.055710306406685235
, generated\gt\sample_000011.krn, generated\xml_trimmed\sample_000011.xml, 0, 0., 15, 45.45454545454545, 0, 0., 0, 0., 0, 0., 0, 0., 2, 6.0606060606060606, 0, 0., 0, 0., 0, 0., 3, 9.090909090909092, 1, 3.0303030303030303, 0, 0., 0, 0., 4, 12.121212121212121, 0, 0., 0, 0., 0, 0., 0, 0., 1, 3.0303030303030303, 0, 0., 0, 0., 2, 6.0606060606060606, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 15.151515151515152, 0, 0., 0, 0., 301, 288, 589, 33, 0.05602716468590832
, generated\gt\sample_000354.krn, generated\xml_trimmed\sample_000354.xml, 0, 0., 12, 63.1578947368421, 0, 0., 0, 0., 0, 0., 0, 0., 1, 5.2631578947368425, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 6, 31.57894736842105, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 164, 170, 334, 19, 0.05688622754491018
, generated\gt\sample_000378.krn, generated\xml_trimmed\sample_000378.xml, 0, 0., 6, 30.0, 0, 0., 0, 0., 0, 0., 0, 0., 2, 10.0, 0, 0., 0, 0., 0, 0., 2, 10.0, 0, 0., 0, 0., 0, 0., 0, 0., 2, 10.0, 0, 0., 0, 0., 0, 0., 1, 5.0, 0, 0., 0, 0., 2, 10.0, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 25.0, 0, 0., 0, 0., 167, 169, 336, 20, 0.05952380952380952
, generated\gt\sample_000171.krn, generated\xml_trimmed\sample_000171.xml, 0, 0., 2, 9.090909090909092, 0, 0., 0, 0., 4, 18.181818181818183, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 9.090909090909092, 0, 0., 0, 0., 0, 0., 0, 0., 2, 9.090909090909092, 0, 0., 0, 0., 0, 0., 5, 22.727272727272727, 0, 0., 1, 4.545454545454546, 1, 4.545454545454546, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 22.727272727272727, 0, 0., 0, 0., 176, 182, 358, 22, 0.061452513966480445
, generated\gt\sample_000351.krn, generated\xml_trimmed\sample_000351.xml, 0, 0., 5, 62.5, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 37.5, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 59, 63, 122, 8, 0.06557377049180328
, generated\gt\sample_000572.krn, generated\xml_trimmed\sample_000572.xml, 0, 0., 6, 31.57894736842105, 0, 0., 0, 0., 1, 5.2631578947368425, 0, 0., 0, 0., 0, 0., 0, 0., 1, 5.2631578947368425, 5, 26.31578947368421, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 6, 31.57894736842105, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 139, 146, 285, 19, 0.06666666666666667
, generated\gt\sample_000020.krn, generated\xml_trimmed\sample_000020.xml, 0, 0., 3, 10.714285714285714, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 7.142857142857143, 7, 25.0, 1, 3.5714285714285716, 0, 0., 0, 0., 0, 0., 1, 3.5714285714285716, 0, 0., 6, 21.428571428571427, 0, 0., 0, 0., 0, 0., 0, 0., 8, 28.571428571428573, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 178, 188, 366, 28, 0.07650273224043716
, generated\gt\sample_000551.krn, generated\xml_trimmed\sample_000551.xml, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 10.0, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 9, 90.0, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 60, 70, 130, 10, 0.07692307692307693
, generated\gt\sample_000002.krn, generated\xml_trimmed\sample_000002.xml, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 7, 25.0, 1, 3.5714285714285716, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 7.142857142857143, 0, 0., 0, 0., 0, 0., 0, 0., 18, 64.28571428571429, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 166, 190, 356, 28, 0.07865168539325842
, generated\gt\sample_000444.krn, generated\xml_trimmed\sample_000444.xml, 0, 0., 16, 39.02439024390244, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 12.195121951219512, 0, 0., 0, 0., 0, 0., 4, 9.75609756097561, 0, 0., 0, 0., 0, 0., 4, 9.75609756097561, 7, 17.073170731707318, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 12.195121951219512, 0, 0., 0, 0., 252, 269, 521, 41, 0.07869481765834933
, generated\gt\sample_000353.krn, generated\xml_trimmed\sample_000353.xml, 0, 0., 16, 45.714285714285715, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 6, 17.142857142857142, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 13, 37.142857142857146, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 198, 217, 415, 35, 0.08433734939759036
, generated\gt\sample_000415.krn, generated\xml_trimmed\sample_000415.xml, 0, 0., 0, 0., 0, 0., 0, 0., 6, 12.5, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 8.333333333333334, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 4.166666666666667, 0, 0., 0, 0., 3, 6.25, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 20, 41.666666666666664, 0, 0., 0, 0., 13, 27.083333333333332, 0, 0., 0, 0., 0, 0., 272, 276, 548, 48, 0.08759124087591241
, generated\gt\sample_000479.krn, generated\xml_trimmed\sample_000479.xml, 0, 0., 16, 57.142857142857146, 0, 0., 0, 0., 0, 0., 0, 0., 2, 7.142857142857143, 0, 0., 0, 0., 0, 0., 1, 3.5714285714285716, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 9, 32.142857142857146, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 163, 153, 316, 28, 0.08860759493670886
, generated\gt\sample_000231.krn, generated\xml_trimmed\sample_000231.xml, 0, 0., 57, 57.0, 0, 0., 23, 23.0, 1, 1.0, 0, 0., 3, 3.0, 0, 0., 0, 0., 1, 1.0, 0, 0., 0, 0., 0, 0., 0, 0., 4, 4.0, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 6, 6.0, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 5, 5.0, 0, 0., 0, 0., 544, 522, 1066, 100, 0.09380863039399624
