, gtpath, predpath, bad kern syntax OMR-ED, bad kern syntax % contribution to OMR-NED, wrong note OMR-ED, wrong note % contribution to OMR-NED, wrong note head OMR-ED, wrong note head % contribution to OMR-NED, wrong flag/beam OMR-ED, wrong flag/beam % contribution to OMR-NED, wrong dot OMR-ED, wrong dot % contribution to OMR-NED, wrong tuplet OMR-ED, wrong tuplet % contribution to OMR-NED, wrong accidental OMR-ED, wrong accidental % contribution to OMR-NED, wrong note stem OMR-ED, wrong note stem % contribution to OMR-NED, wrong graceness OMR-ED, wrong graceness % contribution to OMR-NED, wrong tie OMR-ED, wrong tie % contribution to OMR-NED, wrong articulation OMR-ED, wrong articulation % contribution to OMR-NED, wrong ornament OMR-ED, wrong ornament % contribution to OMR-NED, wrong lyric OMR-ED, wrong lyric % contribution to OMR-NED, wrong clef OMR-ED, wrong clef % contribution to OMR-NED, wrong timesig OMR-ED, wrong timesig % contribution to OMR-NED, wrong keysig OMR-ED, wrong keysig % contribution to OMR-NED, wrong tempo OMR-ED, wrong tempo % contribution to OMR-NED, wrong barline OMR-ED, wrong barline % contribution to OMR-NED, wrong direction OMR-ED, wrong direction % contribution to OMR-NED, wrong dynamic OMR-ED, wrong dynamic % contribution to OMR-NED, wrong crescendo OMR-ED, wrong crescendo % contribution to OMR-NED, wrong diminuendo OMR-ED, wrong diminuendo % contribution to OMR-NED, wrong slur OMR-ED, wrong slur % contribution to OMR-NED, wrong ottava OMR-ED, wrong ottava % contribution to OMR-NED, wrong multi-staff arpeggio OMR-ED, wrong multi-staff arpeggio % contribution to OMR-NED, wrong fingered tremolo OMR-ED, wrong fingered tremolo % contribution to OMR-NED, wrong chord symbol OMR-ED, wrong chord symbol % contribution to OMR-NED, wrong ending OMR-ED, wrong ending % contribution to OMR-NED, wrong staff info OMR-ED, wrong staff info % contribution to OMR-NED, wrong system break OMR-ED, wrong system break % contribution to OMR-NED, wrong page break OMR-ED, wrong page break % contribution to OMR-NED, wrong other object OMR-ED, wrong other object % contribution to OMR-NED, entire measure insert/delete OMR-ED, entire measure insert/delete % contribution to OMR-NED, entire staff insert/delete OMR-ED, entire staff insert/delete % contribution to OMR-NED, wrong metadata OMR-ED, wrong metadata % contribution to OMR-NED, wrong staff group OMR-ED, wrong staff group % contribution to OMR-NED, wrong staff group name/abbrev OMR-ED, wrong staff group name/abbrev % contribution to OMR-NED, wrong staff group brace OMR-ED, wrong staff group brace % contribution to OMR-NED, wrong staff group barline OMR-ED, wrong staff group barline % contribution to OMR-NED, gt numsyms, pred numsyms, total numsyms (in both scores), OMR-ED (OMR Edit Distance), OMR-NED (OMR-ED / total numsyms)
, generated\gt\sample_000194.krn, generated\xml_homr\sample_000194.xml, 0, 0., 0, 0., 0, 0., 16, 7.048458149779735, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.8810572687224669, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 209, 92.0704845814978, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 84, 291, 375, 227, 0.6053333333333333
, generated\gt\sample_000261.krn, generated\xml_homr\sample_000261.xml, 0, 0., 0, 0., 0, 0., 43, 11.780821917808218, 0, 0., 0, 0., 1, 0.273972602739726, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.547945205479452, 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.821917808219178, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 316, 86.57534246575342, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 146, 456, 602, 365, 0.606312292358804
, generated\gt\sample_000594.krn, generated\xml_homr\sample_000594.xml, 0, 0., 177, 40.97222222222222, 0, 0., 53, 12.268518518518519, 0, 0., 0, 0., 1, 0.23148148148148148, 0, 0., 0, 0., 0, 0., 1, 0.23148148148148148, 0, 0., 0, 0., 1, 0.23148148148148148, 2, 0.46296296296296297, 0, 0., 0, 0., 2, 0.46296296296296297, 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.23148148148148148, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 190, 43.98148148148148, 0, 0., 4, 0.9259259259259259, 0, 0., 0, 0., 0, 0., 364, 345, 709, 432, 0.609308885754584
, generated\gt\sample_000580.krn, generated\xml_homr\sample_000580.xml, 0, 0., 197, 57.26744186046512, 0, 0., 21, 6.104651162790698, 0, 0., 0, 0., 4, 1.1627906976744187, 0, 0., 0, 0., 0, 0., 4, 1.1627906976744187, 0, 0., 0, 0., 1, 0.29069767441860467, 2, 0.5813953488372093, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.5813953488372093, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 109, 31.686046511627907, 0, 0., 4, 1.1627906976744187, 0, 0., 0, 0., 0, 0., 292, 271, 563, 344, 0.61101243339254
, generated\gt\sample_000265.krn, generated\xml_homr\sample_000265.xml, 0, 0., 22, 6.586826347305389, 0, 0., 62, 18.562874251497007, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.2994011976047904, 3, 0.8982035928143712, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 207, 61.97604790419162, 35, 10.479041916167665, 0, 0., 4, 1.1976047904191616, 0, 0., 0, 0., 0, 0., 175, 367, 542, 334, 0.6162361623616236
, generated\gt\sample_000498.krn, generated\xml_homr\sample_000498.xml, 0, 0., 2, 0.7662835249042146, 0, 0., 24, 9.195402298850574, 0, 0., 0, 0., 6, 2.2988505747126435, 0, 0., 0, 0., 0, 0., 1, 0.3831417624521073, 0, 0., 0, 0., 0, 0., 3, 1.1494252873563218, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 4, 1.5325670498084292, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 221, 84.67432950191571, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 104, 317, 421, 261, 0.6199524940617577
, generated\gt\sample_000119.krn, generated\xml_homr\sample_000119.xml, 0, 0., 0, 0., 0, 0., 72, 10.588235294117647, 0, 0., 30, 4.411764705882353, 2, 0.29411764705882354, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 1, 0.14705882352941177, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.29411764705882354, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 573, 84.26470588235294, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 263, 831, 1094, 680, 0.6215722120658135
, generated\gt\sample_000146.krn, generated\xml_homr\sample_000146.xml, 0, 0., 109, 25.46728971962617, 0, 0., 39, 9.11214953271028, 0, 0., 2, 0.4672897196261682, 6, 1.4018691588785046, 0, 0., 0, 0., 0, 0., 1, 0.2336448598130841, 0, 0., 0, 0., 1, 0.2336448598130841, 2, 0.4672897196261682, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 156, 36.44859813084112, 108, 25.233644859813083, 0, 0., 4, 0.9345794392523364, 0, 0., 0, 0., 0, 0., 273, 413, 686, 428, 0.6239067055393586
, generated\gt\sample_000355.krn, generated\xml_homr\sample_000355.xml, 0, 0., 48, 5.357142857142857, 0, 0., 104, 11.607142857142858, 0, 0., 0, 0., 1, 0.11160714285714286, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.22321428571428573, 0, 0., 0, 0., 0, 0., 2, 0.22321428571428573, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 739, 82.47767857142857, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 320, 1102, 1422, 896, 0.630098452883263
, generated\gt\sample_000634.krn, generated\xml_homr\sample_000634.xml, 0, 0., 56, 16.470588235294116, 4, 1.1764705882352942, 0, 0., 2, 0.5882352941176471, 0, 0., 5, 1.4705882352941178, 0, 0., 0, 0., 0, 0., 2, 0.5882352941176471, 0, 0., 0, 0., 2, 0.5882352941176471, 4, 1.1764705882352942, 5, 1.4705882352941178, 0, 0., 1, 0.29411764705882354, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 206, 60.588235294117645, 49, 14.411764705882353, 0, 0., 4, 1.1764705882352942, 0, 0., 0, 0., 0, 0., 177, 357, 534, 340, 0.6367041198501873
, generated\gt\sample_000266.krn, generated\xml_homr\sample_000266.xml, 0, 0., 0, 0., 0, 0., 27, 9.574468085106384, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 255, 90.42553191489361, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 92, 347, 439, 282, 0.642369020501139
, generated\gt\sample_000062.krn, generated\xml_homr\sample_000062.xml, 0, 0., 0, 0., 0, 0., 36, 10.140845070422536, 0, 0., 0, 0., 6, 1.6901408450704225, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.8450704225352113, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 310, 87.32394366197182, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 125, 426, 551, 355, 0.6442831215970962
, generated\gt\sample_000240.krn, generated\xml_homr\sample_000240.xml, 0, 0., 0, 0., 0, 0., 14, 2.8112449799196786, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 2, 0.40160642570281124, 0, 0., 1, 0.20080321285140562, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 11, 2.208835341365462, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 470, 94.37751004016064, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 151, 607, 758, 498, 0.6569920844327177
, generated\gt\sample_000128.krn, generated\xml_homr\sample_000128.xml, 0, 0., 198, 21.176470588235293, 0, 0., 90, 9.62566844919786, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.32085561497326204, 5, 0.5347593582887701, 0, 0., 0, 0., 3, 0.32085561497326204, 4, 0.42780748663101603, 2, 0.21390374331550802, 0, 0., 2, 0.21390374331550802, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 498, 53.2620320855615, 126, 13.475935828877006, 0, 0., 4, 0.42780748663101603, 0, 0., 0, 0., 0, 0., 464, 959, 1423, 935, 0.657062543921293
, generated\gt\sample_000258.krn, generated\xml_homr\sample_000258.xml, 0, 0., 0, 0., 0, 0., 32, 10.062893081761006, 0, 0., 0, 0., 3, 0.9433962264150944, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 3, 0.9433962264150944, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 280, 88.0503144654088, 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 0, 0., 102, 380, 482, 318, 0.6597510373443983
